key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-228915387,"Fine-scale horizontal and vertical movement of barred sand bass, Paralabrax nebulifer, during spawning and non-spawning seasons",2014,2,,FISHERIES RESEARCH,"[""0165-7836"", ""1872-6763     J9  - FISH RES     JI  - Fish Res.""]",150,,66-75,"McKinzie, MK and Jarvis, ET and Lowe, CG",,English,,"[""Calif State Univ Long Beach, Dept Biol Sci, Long Beach, CA 90840 USA"", ""Calif Dept Fish & Wildlife, Los Alamitos, CA 90720 USA""]","Habitat use, ecotone edge response, activity space size and association with seafloor and thermocline were compared for spawning and non-spawning season barred sand bass (Paralabrax nebulifer). Non-spawning season fish showed affinity with sand! reef ecotone using average activity space areas of 0.003 +/- 0.001 km(2) (+/- SD) and volumes of 0.00001 +/- 0.000005 km(3) while remaining 1.9 +/- 1.7 m off the seafloor. Spawning season fish used activity space areas of 0.139 +/- 0.370 km(2) and volumes of 0.001 +/- 0.002 km(3). Spawning season individuals displayed two patterns of behavior, one indicative of spawning and another of resting behavior. Resting individuals tracked during spawning season behaved similarly to fish tracked during the non-spawning season, using smaller activity space areas while associating with reef structures and the seafloor. Presumed spawning individuals utilized sand habitats, using significantly larger activity spaces during the day than at night while associating with the thermocline and making repeated vertical dives toward the seafloor. (C) 2013 Elsevier B.V. All rights reserved.","Times Cited in Web of Science Core Collection:  24     Total Times Cited:  33     Cited Reference Count:  61 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Spawning,Mixed habitats,Reef-associated",10.1016/j.fishres.2013.10.016     WE  - Science Citation Index Expanded (SCI-EXPANDED),Barred sand bass;Acoustic telemetry;Active tracking;Aggregative spawning behavior;Fisheries management;GROUPER EPINEPHELUS-MARGINATUS;CORAL-REEF FISHES;HOME-RANGE;KELP BASS;REPRODUCTIVE-BEHAVIOR;HABITAT UTILIZATION;CLOVE OIL;CALIFORNIA;PATTERNS;AGGREGATIONS,,
rayyan-228915388,Home range and seasonal movements of Black Sea Bass (Centropristis striata) during their inshore residency at a reef in the mid-Atlantic Bight,2014,1,,FISHERY BULLETIN,"[""0090-0656"", ""1937-4518     J9  - FISH B-NOAA     JI  - Fish. Bull.""]",112,1,82-97,"Fabrizio, MC and Manderson, JP and Pessutti, JP",,English,,"[""Virginia Inst Marine Sci, Coll William & Mary, Gloucester Point, VA 23062 USA"", ""NOAA, James J Howard Marine Sci Lab, Noertheast Fisheries Sci Ctr, Natl Marine Fisheries Serv, Highlands, NJ 07732 USA""]","Black Sea Bass (Centropristis striata) in the mid-Atlantic Bight undertake seasonal cross-shelf movements to occupy inshore rocky reefs and hardbottom habitats between spring and fall. Shelf-wide migrations of this stock are well documented, but movements and home ranges of fish during their inshore residency period have not been described. We tagged 122 Black Sea Bass with acoustic transmitters at a mid-Atlantic reef to estimate home-range size and factors that influence movements (>400 m) at a 46.1-km(2) study site between May and November 2003. Activity of Black Sea Bass was greatest and most consistent during summer but declined rapidly in September as water temperatures at the bottom of the seafloor increased on the inner shelf. Black Sea Bass maintained relatively large home ranges that were fish-size invariant but highly variable (13.7-736.4 ha), underscoring the importance of large sample sizes in examination of population-level characteristics of mobile species with complex social interactions. On the basis of observed variations in movement patterns and the size of home ranges, we postulate the existence of groups of conspecifics that exhibit similar space-use behaviors. The group of males released earlier in the tagging period used larger home ranges than the group of males released later in our study. In addition, mean activity levels and the probability of movement among acoustic stations varied among groups of fish in a complex manner that depended on sex. These differences in movement behaviors may increase the vulnerability of male fish to passive fishing gears, further exacerbating variation in exploitation rates for this species among reefs.","Times Cited in Web of Science Core Collection:  17     Total Times Cited:  23     Cited Reference Count:  54 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.7755/FB.112.1.6     WE  - Science Citation Index Expanded (SCI-EXPANDED),HABITAT USE;SITE FIDELITY;PATTERNS;BEHAVIOR;SPACE;TOOL,,
rayyan-228915389,"Residency and seasonal movements in Lutjanus argentiventris and Mycteroperca rosacea at Los Islotes Reserve, Gulf of California",2014,,,MARINE ECOLOGY PROGRESS SERIES,"[""0171-8630"", ""1616-1599     J9  - MAR ECOL PROG SER     JI  - Mar. Ecol.-Prog. Ser.""]",501,,191-206,"TinHan, T and Erisman, B and Aburto-Oropeza, O and Weaver, A and Vázquez-Arce, D and Lowe, CG",,English,,"[""Calif State Univ Long Beach, Dept Biol Sci, Long Beach, CA 90815 USA"", ""Univ Calif San Diego, Scripps Inst Oceanog, Div Marine Biol Res, La Jolla, CA 92093 USA"", ""Sociedad Hist Nat Niparaja AC, La Paz, Baja California, Mexico""]","A detailed understanding of inter- and intraspecific movement patterns is required to understand how marine species interact with surrounding ecological communities, their susceptibility to anthropogenic disturbance (e. g. fishing pressure), or the feasibility of management strategies. Between August 2010 and September 2012, we used acoustic telemetry to continuously monitor movements of 31 Lutjanus argentiventris (yellow snapper) and 25 Mycteroperca rosacea (leopard grouper) at Los Islotes, a small no-take reserve and reported spawning site for both species in the SW Gulf of California. Though the majority of fish from both species exhibited moderate levels of site fidelity to Los Islotes (snapper: present 49 +/- 30% of days since tagging, grouper: 64 +/- 30%), cluster analyses revealed multiple patterns of site fidelity within species. Approximately 30% of snapper exhibited decreases in site fidelity during the spawning season, and snapper did not spawn at the reserve during the study. Grouper spawning aggregations at Los Islotes were visually observed in 2011 and 2012, though the abundance of fish and the intensity of courtship behaviors were reduced in comparison with reported aggregations elsewhere in the Gulf. Three snapper and 2 grouper made repeated movements across pelagic waters between Los Islotes and Marisla Seamount, another documented aggregation site in the SW Gulf. The demonstrated variation in movements of these species over multiple temporal and spatial scales warrants consideration of movement patterns in assessments of reserve performance, as well as the combination of traditional fisheries regulations (e.g. size limits) with marine reserves throughout the Gulf.","Times Cited in Web of Science Core Collection:  20     Total Times Cited:  28     Cited Reference Count:  55 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: MPA,Spawning,Mixed habitats",10.3354/meps10711     WE  - Science Citation Index Expanded (SCI-EXPANDED),Reef fishes;Yellow snapper;Leopard grouper;Marine Protected Areas;MPAs;Acoustic monitoring;Fish spawning aggregations;SPAWNING AGGREGATIONS;REPRODUCTIVE-BEHAVIOR;EPINEPHELUS-GUTTATUS;SOCIAL SYSTEM;REEF FISHES;RED HIND;PATTERNS;GROUPER;PISCES;SERRANIDAE,,
rayyan-228915390,"Modeling Coral Reef Fish Home Range Movements in Dry Tortugas, Florida",2014,,,SCIENTIFIC WORLD JOURNAL,1537-744X     J9  - SCI WORLD J     JI  - Sci. World J.,,,,"Farmer, NA and Ault, JS",,English,,"[""Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Biol & Fisheries, Miami, FL 33149 USA"", ""NOAA, Sustainable Fisheries Div, Southeast Reg Off, Natl Marine Fisheries Serv, St Petersburg, FL 33701 USA""]","Underestimation of reef fish space use may result in marine reserves that are too small to effectively buffer a portion of the stock from fishing mortality. Commonly used statistical home range models, such as minimum convex polygon (MCP) or 95% kernel density (95% KD) methods, require the exclusion of individuals who move beyond the bounds of the tracking study. Spatially explicit individual-based models of fish home range movements parameterized from multiple years of acoustic tracking data were developed for three exploited coral reef fishes (red grouper Epinephelus morio, black grouper Mycteroperca bonaci, and mutton snapper Lutjanus analis) in Dry Tortugas, Florida. Movements were characterized as a combination of probability of movement, distance moved, and turning angle. Simulations suggested that the limited temporal and geographic scope of most movement studies may underestimate home range size, especially for fish with home range centers near the edges of the array. Simulations provided useful upper bounds for home range size (red grouper: 2.28 +/- 0.81 km(2) MCP, 3.60 +/- 0.89 km(2) KD; black grouper: 2.06 +/- 0.84 km(2) MCP, 3.93 +/- 1.22 km(2) KD; mutton snapper: 7.72 +/- 2.23 km(2) MCP, 6.16 +/- 1.11 km(2) KD). Simulations also suggested that MCP home ranges are more robust to artifacts of passive array acoustic detection patterns than 95% KD methods.","Times Cited in Web of Science Core Collection:  9     Total Times Cited:  11     Cited Reference Count:  59 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1155/2014/629791     WE  - Science Citation Index Expanded (SCI-EXPANDED),MARINE RESERVES;FISHERIES;SIZE;AGGREGATIONS;PATTERNS;BENEFITS;BEHAVIOR;HABITAT;AREAS;RATES,,
rayyan-228915398,Contrasting Fish Behavior in Artificial Seascapes with Implications for Resources Conservation,2013,7,30,PLOS ONE,1932-6203     J9  - PLOS ONE     JI  - PLoS One,8,7,,"Koeck, B and Alós, J and Caro, A and Neveu, R and Crec'hriou, R and Saragoni, G and Lenfant, P",,English,,"[""Univ Perpignan, Ctr Format & Rech Environn Mediterraneens, F-66025 Perpignan, France"", ""CNRS, Ctr Format & Rech Environn Mediterraneens, Perpignan, France"", ""Inst Mediterraneo Estudios Avanzados, IMEDEA CSIC UIB, Esporles, Illes Balears, Spain""]","Artificial reefs are used by many fisheries managers as a tool to mitigate the impact of fisheries on coastal fish communities by providing new habitat for many exploited fish species. However, the comparison between the behavior of wild fish inhabiting either natural or artificial habitats has received less attention. Thus the spatio-temporal patterns of fish that establish their home range in one habitat or the other and their consequences of intra-population differentiation on life-history remain largely unexplored. We hypothesize that individuals with a preferred habitat (i.e. natural vs. artificial) can behave differently in terms of habitat use, with important consequences on population dynamics (e. g. life-history, mortality, and reproductive success). Therefore, using biotelemetry, 98 white seabream (Diplodus sargus) inhabiting either artificial or natural habitats were tagged and their behavior was monitored for up to eight months. Most white seabreams were highly resident either on natural or artificial reefs, with a preference for the shallow artificial reef subsets. Connectivity between artificial and natural reefs was limited for resident individuals due to great inter-habitat distances. The temporal behavioral patterns of white seabreams differed between artificial and natural reefs. Artificial-reef resident fish had a predominantly nocturnal diel pattern, whereas natural-reef resident fish showed a diurnal diel pattern. Differences in diel behavioral patterns of white seabream inhabiting artificial and natural reefs could be the expression of realized individual specialization resulting from differences in habitat configuration and resource availability between these two habitats. Artificial reefs have the potential to modify not only seascape connectivity but also the individual behavioral patterns of fishes. Future management plans of coastal areas and fisheries resources, including artificial reef implementation, should therefore consider the potential effect of habitat modification on fish behavior, which could have key implications on fish dynamics.","Times Cited in Web of Science Core Collection:  41     Total Times Cited:  47     Cited Reference Count:  87 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Artificial reefs | USER-NOTES: {""Bruna""=>[""Telemetria acústica???""]}",10.1371/journal.pone.0069303     WE  - Science Citation Index Expanded (SCI-EXPANDED),WHITE SEA BREAM;MOVEMENT PATTERNS;DIPLODUS-SARGUS;REEF FISH;HOME-RANGE;REPRODUCTIVE-BIOLOGY;HABITAT UTILIZATION;ACOUSTIC TELEMETRY;MARINE RESERVES;DIEL ACTIVITY,,
rayyan-228915399,"A Herbivore Knows Its Patch: Luderick, Girella tricuspidata, Exhibit Strong Site Fidelity on Shallow Subtidal Reefs in a Temperate Marine Park",2013,5,31,PLOS ONE,1932-6203     J9  - PLOS ONE     JI  - PLoS One,8,5,,"Ferguson, AM and Harvey, ES and Taylor, MD and Knott, NA",,English,,"[""Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst, Crawley, WA, Australia"", ""Univ Western Australia, Fac Nat & Agr Sci, Sch Plant Biol, Crawley, WA, Australia"", ""Univ Wollongong, Sch Biol Sci, Inst Conservat Biol & Environm Management, Wollongong, NSW, Australia"", ""Port Stephens Fisheries Inst, NSW Dept Primary Ind, Taylors Beach, NSW, Australia"", ""Jervis Bay Marine Park, NSW Dept Primary Ind, Huskisson, NSW, Australia""]","Understanding movement patterns, habitat use and behaviour of fish is critical to determining how targeted species may respond to protection provided by ""no-take"" sanctuary zones within marine parks. We assessed the fine and broad scale movement patterns of an exploited herbivore, luderick (Girella tricuspidata), using acoustic telemetry to evaluate how this species may respond to protection within Jervis Bay (New South Wales, Australia). We surgically implanted fourteen fish with acoustic transmitters and actively and passively tracked individuals to determine fine and broad scale movement patterns respectively. Eight fish were actively tracked for 24 h d(1) for 6 d (May 2011), and then intermittently over the following 30 d. Six fish were passively tracked from December 2011 to March 2012, using a fixed array of receivers deployed across rocky reefs around the perimeter of the bay. Luderick exhibited strong site fidelity on shallow subtidal reefs, tending to remain on or return consistently to the reef where they were caught and released. All eight fish actively tracked used core areas solely on their release reef, with the exception of one fish that used multiple core areas, and four of the six fish passively tracked spent between 75 to 96% of days on release reefs over the entire tracking period. Luderick did move frequently to adjacent reefs, and occasionally to more distant reefs, however consistently returned to their release reef. Luderick also exhibited predictable patterns in movement between spatially distinct daytime and night-time core use areas. Night-time core use areas were generally located in sheltered areas behind the edge of reefs. Overall, our data indicate luderick exhibit strong site fidelity on shallow subtidal reefs in Jervis Bay and suggests that this important herbivore may be likely to show a positive response to protection within the marine park.","Times Cited in Web of Science Core Collection:  28     Total Times Cited:  28     Cited Reference Count:  49 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Herbivorous fish",10.1371/journal.pone.0065838     WE  - Science Citation Index Expanded (SCI-EXPANDED),SNAPPER PAGRUS-AURATUS;TERM MOVEMENT PATTERNS;NEW-SOUTH-WALES;HOME-RANGE;ROCKY REEFS;PELAGIC MPAS;NEW-ZEALAND;FISH;ECOLOGY;DYNAMICS,,
rayyan-228915403,"Residency, movements and habitat use of adult white seabream (Diplodus sargus) between natural and artificial reefs",2013,2,10,ESTUARINE COASTAL AND SHELF SCIENCE,"[""0272-7714"", ""1096-0015     J9  - ESTUAR COAST SHELF S     JI  - Estuar. Coast. Shelf Sci.""]",118,,80-85,"Abecasis, D and Bentes, L and Lino, PG and Santos, MN and Erzini, K",,English,,"[""Univ Algarve, Ctr Ciencias Mar CCMAR, P-8005139 Faro, Portugal"", ""Inst Portugues Mar & Atmosfera IP IPMA, P-8700305 Olhao, Portugal""]","Artificial reefs are used as management tools for coastal fisheries and ecosystems and the knowledge of habitat use and fish movements around them is necessary to understand their performance and improve their design and location. In this study wild specimens of Diplodus sargus were tagged with acoustic tags and their movements were tracked using passive acoustic telemetry. The monitored area enclosed a natural rocky reef, an adjacent artificial reef (AR) and shallower sandy bottoms. Most of the fish were close to full time residents in the monitored area. Results revealed that D. sargus use the natural reef areas on a more frequent basis than the AR. However, excursions to the adjacent AR and sandy bottoms were frequently detected, essentially during daytime. The use of acoustic telemetry allowed a better understanding of the use of artificial reef structures and its adjacent areas by wild D. sargus providing information that is helpful towards the improvement of AR design and location. (c) 2013 Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection:  58     Total Times Cited:  70     Cited Reference Count:  22 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1016/j.ecss.2012.12.014     WE  - Science Citation Index Expanded (SCI-EXPANDED),acoustic telemetry;Sparidae;residency;SOUTHERN PORTUGAL;FISHERIES;COAST,,
rayyan-228915404,Spawning aggregation dynamics of brown-marbled grouper and camouflage grouper at a remote Indian Ocean atoll,2013,,,ENDANGERED SPECIES RESEARCH,"[""1863-5407"", ""1613-4796     J9  - ENDANGER SPECIES RES     JI  - Endanger. Species Res.""]",22,2,145-157,"Bijoux, J and Dagorn, L and Cowley, PD and Simier, M and Adam, PA and Robinson, J",,English,,,"The protection of grouper spawning aggregations is a global conservation issue: populations of many grouper species are threatened with collapse due to exploitation of this critical life history behaviour by fisheries. Effective protection of spawning aggregations requires information on spawning site fidelity, residence time and timing of arrivals at, and departures from, the site. To estimate these parameters at a spawning aggregation site at Farquhar Atoll, southern Seychelles, 12 brown-marbled groupers Epinephelus fuscoguttatus and 20 camouflage groupers E. polyphekadion were tagged with acoustic transmitters, and their presence and absence was monitored by an array of acoustic receivers positioned at the site over 2 spawning seasons (2010/2011 and 2011/2012). Spawning aggregations formed during 3 consecutive spawning months each season and over-lapped spatially and temporally in the 2 species. Intra-and inter-season site fidelity was high, with 91.7% of tagged E. fuscoguttatus and 89.5% of tagged E. polyphekadion detected at the site 1 yr after tagging. The majority (2010/2011: 82.4%, 2011/2012: 80.0%) of fish detected in a spawning season visited the site during at least 2 spawning months. Residence time at the fish spawning aggregation site was influenced by sex (E. fuscoguttatus only) and spawning month (both species). Distinct periodicity in lunar timing of arrivals and departures was observed in both species. This study highlights the spatio-temporal scales involved during spawning aggregations of 2 long-lived, slow-growing coral reef fishes, which need to be considered for their effective management.     PU  - INTER-RESEARCH     PI  - OLDENDORF LUHE     PA  - NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY","Times Cited in Web of Science Core Collection:  15     Total Times Cited:  16     Cited Reference Count:  44 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Spawning",10.3354/esr00534     WE  - Science Citation Index Expanded (SCI-EXPANDED),EPINEPHELUS-FUSCOGUTTATUS;NASSAU GROUPER;RED HIND;PLECTROPOMUS-AREOLATUS;TEMPORAL PATTERNS;REEF FISHES;SERRANIDAE;MANAGEMENT;MOVEMENT;POLYPHEKADION,,
rayyan-228915406,"Temporal dynamics, residency and site fidelity of spawning aggregations of a herbivorous tropical reef fish Siganus sutor",2013,,,MARINE ECOLOGY PROGRESS SERIES,"[""0171-8630"", ""1616-1599     J9  - MAR ECOL PROG SER     JI  - Mar. Ecol.-Prog. Ser.""]",475,,233-247,"Bijoux, JP and Dagorn, L and Berke, G and Cowley, PD and Soria, M and Gaertner, JC and Robinson, J",,English,,"[""IRD, UMR 212, Victoria, Mahe, Seychelles"", ""Seychelles Fishing Author, Victoria, Mahe, Seychelles"", ""S African Inst Aquat Biodivers, ZA-6140 Grahamstown, South Africa"", ""IRD, UMR 212, St Denis, Reunion, France"", ""IFREMER, UPF IRD ILM, UMR 241 EIO, Faaa, Tahiti, France"", ""James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia""]","The shoemaker spinefoot Siganus sutor is a fast-growing, short-lived, gonochorist and herbivorous reef fish that forms transient fish spawning aggregations (FSAs). In the Seychelles, FSAs of this species occur monthly between September and June around the full moon. To study the spawning aggregation dynamics of S. sutor, 39 reproductively active individuals were acoustically tagged and monitored at 3 known FSA sites (Pate Polite, Pate Desire and Pate Dividi) off the west coast of Praslin island (Seychelles) between October 2010 and April 2011. The presence and absence of tagged fish at the 3 sites were monitored using moored arrays of passive acoustic receivers, while the density of fish at the FSAs was quantified using underwater visual census (UVC). Most tagged fish (87.0%) detected in more than 1 spawning period showed fidelity to single spawning sites. Predominantly, tagged individuals arrived at FSA sites at dawn and departed at dusk. Spawning residency times at FSA sites ranged from 0.02 to 16.1 d. At Pate Polite, residency times were higher in the first half of the spawning season. Residency times were often several-fold shorter than aggregation duration which, when combined with patterns in arrival and departure times, indicates high turnover of fish within aggregations. The findings of this study provide information needed for emerging co-management schemes that aim to sustain this socio-economically important fishery.","Times Cited in Web of Science Core Collection:  26     Total Times Cited:  28     Cited Reference Count:  58 | RAYYAN-INCLUSION: {""Bruna""=>""Included""} | RAYYAN-LABELS: Spawning,Herbivorous fish,Mixed techniques",10.3354/meps10113     WE  - Science Citation Index Expanded (SCI-EXPANDED),Fish spawning aggregation;Siganus sutor;Acoustic telemetry;Residency time;Site fidelity;Seychelles;GROUPER EPINEPHELUS-STRIATUS;CORAL TROUT;REPRODUCTIVE-BIOLOGY;ACTIVITY PATTERNS;FUSCOGUTTATUS;MANAGEMENT;SERRANIDAE;PREDATION;FISHERIES;VULNERABILITY,,
rayyan-228915409,How far do schools of roving herbivores rove? A case study using Scarus rivulatus,2012,12,,CORAL REEFS,"[""0722-4028"", ""1432-0975     J9  - CORAL REEFS     JI  - Coral Reefs""]",31,4,991-1003,"Welsh, JQ and Bellwood, DR",,English,,"James Cook Univ, Australian Res Council, Ctr Excellence Coral Reef Studies, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia","Herbivorous reef fish play an important role in shaping ecosystem processes on coral reefs. Often found in schools, Scarus rivulatus, is an abundant herbivorous species on the Great Barrier Reef (GBR), Australia, especially on inshore reefs. Recent evidence has highlighted the limited spatial movements of some herbivorous fishes. However, individuals in schools are thought to be much more mobile. The aim of this study, therefore, was to evaluate the spatial range of schooling S. rivulatus to measure the spatial scale over which they exert their functional role. Furthermore, we assess the influence of the schooling behaviour on their feeding rates and thus their ecological impact. The diurnal movements of S. rivulatus were monitored using acoustic transmitters and a passive acoustic array for up to 7 months in Pioneer Bay, Orpheus Island, GBR. In addition, behavioural observations recorded school size-frequency distributions and feeding rates of S. rivulatus inside and outside foraging schools. Despite schooling, all S. rivulatus were site attached. On average, the maximum potential home range of individuals was 24,440 m(2) and ranges overlapped extensively in individuals captured from the same school. School size was highly variable, with a mean school size of 5.7 individuals. Schooling had a significant impact on the functional role of individuals, with feeding rates in schools being two times higher for S. rivulatus and over three times higher for other scarid species. Our results suggest that, despite schooling, individual S. rivulatus only rove over a limited area of reef (occupying a linear stretch of reef, measuring only approximately 250 m for individuals and 220 m for entire schools). Each individual may therefore have little impact on the spatial resilience of coral reefs.","Times Cited in Web of Science Core Collection:  49     Total Times Cited:  60     Cited Reference Count:  62 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1007/s00338-012-0922-z     WE  - Science Citation Index Expanded (SCI-EXPANDED),Home range;Ecosystem function;Coral reefs;Spatial resilience;Schooling;Herbivory;CORAL-REEF FISH;PHASE-SHIFTS;COMMUNITY STRUCTURE;RESILIENCE;PARROTFISH;PATTERNS;DIVERSITY;DYNAMICS;SIZE;DEGRADATION,,
rayyan-228915410,Movement patterns of the parrotfish Sparisoma cretense in a Mediterranean marine protected area,2012,12,,MARINE ENVIRONMENTAL RESEARCH,"[""0141-1136"", ""1879-0291     J9  - MAR ENVIRON RES     JI  - Mar. Environ. Res.""]",82,,59-68,"La Mesa, G and Consalvo, I and Annunziatellis, A and Canese, S",,English,,"Italian Natl Inst Environm Protect & Res, I-00144 Rome, Italy","Understanding the movements of exploited fish has become a major concern for several management and conservation initiatives, such as the implementation of well designed marine protected areas. Movements of an important recreational target species from the Mediterranean Sea, the parrotfish Sparisoma cretense. were determined in a marine protected area using passive acoustic telemetry, to evaluate site fidelity and homing, quantify home range and identify temporal patterns. Six adult parrotfish (20.8-29.8 cm total length) were caught along the north-eastern coast of Lampedusa (Italy) and surgically implanted with acoustic transmitters. Three fish were caught and released at the same site within the integral (i.e. ""no entry-no take"") reserve, whereas the others were caught outside the reserve boundary and released at the mid reserve 0.5 km apart. Two of the three fish that were released away from the capture site demonstrated homing abilities. Four fish showed a strong site fidelity, whereas the others moved frequently in and out of the monitoring area. Home range sizes estimated over the period of monitoring (up to 207 days) varied from 70,387 to 256,398 m(2), with core areas of 16,688 to 84,946 m(2). Home range size did not differ significantly between day and night. Home ranges of all fish extended beyond the reserve boundaries, showing example of potential spillover into take zones. Temporal activity patterns of fish were diurnal with a dominant diel rhythm, likely due to a resting behaviour at night. Though not specifically designed to protect exploited fish, the marine reserve of Lampedusa seems adequate for the conservation and management of S. cretense. (C) 2012 Elsevier Ltd. All rights reserved.","Times Cited in Web of Science Core Collection:  21     Total Times Cited:  23     Cited Reference Count:  48 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1016/j.marenvres.2012.09.006     WE  - Science Citation Index Expanded (SCI-EXPANDED),Acoustic telemetry;Home range;Movement patterns;Marine protected area;Sparisoma cretense;Mediterranean;SITE FIDELITY;REEF FISHES;HABITAT UTILIZATION;RESERVE BOUNDARIES;PAGRUS-AURATUS;HOME-RANGE;LONG-TERM;DENSITY;DESIGN;SIZE,,
rayyan-228915414,Spatial ecology of the steephead parrotfish (Chlorurus microrhinos): an evaluation using acoustic telemetry,2012,3,,CORAL REEFS,"[""0722-4028"", ""1432-0975     J9  - CORAL REEFS     JI  - Coral Reefs""]",31,1,55-65,"Welsh, JQ and Bellwood, DR",,English,,"[""James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia"", ""James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia""]","Herbivory and other ecosystem processes are widely accepted as important factors in maintaining coral reef resilience. While the spatial scales over which these processes occur have been evaluated, the spatial ecology of individual taxa responsible for shaping these processes is almost entirely unknown. This study combined acoustic telemetry and ecological assessments to evaluate the movement patterns and feeding range of a functionally important coral reef fish, Chlorurus microrhinos (f. Labridae). The diurnal home range and feeding areas of C. microrhinos, on Orpheus Island, Great Barrier Reef, were quantified using active acoustic telemetry. The average diurnal home range of C. microrhinos was 7,830 m(2) +/- 940 (SE). Core areas of activity (50% kernel utilization distributions) were relatively small, encompassing approximately 22% of an individual's home range (1,690 m(2) +/- 220). Core areas exhibited greater topographic complexity. C. microrhinos may select these areas because of decreased predation risk. Feeding intensities were not homogenous throughout the home range. Core areas were found to have a greater number of feeding scars and are thus exposed to increased bioerosion and algal removal by C. microrhinos. While important in shaping key ecosystem processes, the ecosystem impact of individual C. microrhinos in Pioneer Bay appears to be restricted to small areas within a narrow band along the reef crest.","Times Cited in Web of Science Core Collection:  92     Total Times Cited:  100     Cited Reference Count:  75 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1007/s00338-011-0813-8     WE  - Science Citation Index Expanded (SCI-EXPANDED),Home range;Ecosystem function;Coral reefs;Spatial resilience;Herbivory;Telemetry;HOME-RANGE SIZE;CORAL-REEF FISHES;HABITAT UTILIZATION;MOVEMENT PATTERNS;PHASE-SHIFTS;BLUESPINE UNICORNFISH;EPILITHIC ALGAL;FAMILY SCARIDAE;NASO-UNICORNIS;SITE FIDELITY,,
rayyan-228915416,"Small home range in southern Australia's largest resident reef fish, the western blue groper (Achoerodus gouldii): implications for adequacy of no-take marine protected areas",2012,,,MARINE AND FRESHWATER RESEARCH,"[""1323-1650"", ""1448-6059     J9  - MAR FRESHWATER RES     JI  - Mar. Freshw. Res.""]",63,6,552-563,"Bryars, S and Rogers, P and Huveneers, C and Payne, N and Smith, I and McDonald, B",,English,,"[""Dept Environm & Nat Resources, Keswick, SA 5035, Australia"", ""S Australian Res & Dev Inst, W Beach, SA 5024, Australia"", ""Flinders Univ S Australia, Bedford Pk, SA 5042, Australia"", ""Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia"", ""Zoos S Australia, Adelaide, SA 5000, Australia""]","No-take marine protected areas (MPAs) represent an effective biodiversity conservation tool for a range of species including resident reef fishes that are intrinsically vulnerable to overfishing and other localised impacts. The western blue groper (Achoerodus gouldii) is the largest permanent-resident reef teleost in southern Australian waters and has the second-oldest recorded age of any labrid at 70 years. Acoustic telemetry was used to investigate whether adult A. gouldii can be effectively protected within adequately sized no-take MPAs. Ten passive acoustic receivers tracked the movements of 15 A. gouldii individuals (69-112-cm total length; 7-31-kg weight) at a site off north-western Kangaroo Island, South Australia. Most of the fish displayed high site fidelity (91-100% residence time for 10 of the 11 fish with useful data) for a narrow strip of fringing coastal reef (similar to 1-km length by similar to 40-m width) throughout a 12-month period. Mean home-range along-shore length and area were estimated at 1076 +/- 83m (s.e.), and 45 188 +/- 3497 m(2), respectively (n = 11 fish with useful data). Comparison with other resident temperate-reef teleosts indicated no relationship between fish length and home-range area, and that A. gouldii has a relatively small home range. The high site fidelity and small home range of adult A. gouldii individuals makes localised populations amenable to a high level of protection within no-take MPAs.","Times Cited in Web of Science Core Collection:  30     Total Times Cited:  35     Cited Reference Count:  40 | RAYYAN-INCLUSION: {""Bruna""=>""Included""}",10.1071/MF12016     WE  - Science Citation Index Expanded (SCI-EXPANDED),barotrauma;diel activity;venting;PAGRUS-AURATUS SPARIDAE;HABITAT UTILIZATION;MOVEMENT PATTERNS;SHORT-TERM;ROCKFISH;RESERVES;POPULATIONS;SURVIVAL;LABRIDAE;GROWTH,,
