Rayyan Key,Authors,DOI,Title,Abstract,Date,User1,Decision,Labels,Notes
rayyan-229958726,"Reynolds, BF and Powers, SP and Bishop, MA",10.1371/journal.pone.0012130     WE  - Science Citation Index Expanded (SCI-EXPANDED),Application of Acoustic Telemetry to Assess Residency and Movements of Rockfish and Lingcod at Created and Natural Habitats in Prince William Sound,"Loss and/or degradation of nearshore habitats have led to increased efforts to restore or enhance many of these habitats, particularly those that are deemed essential for marine fishes. Copper rockfish (Sebastes caurinus) and lingcod (Ophiodon enlongatus) are dominant members of the typical reef fish community that inhabit rocky and high-relief substrates along the Pacific Northwest. We used acoustic telemetry to document their residency and movements in the nearshore waters of Prince William Sound, Alaska in order to assess use of created reef habitat in an individual-based manner. A total of 57 fish were surgically implanted with acoustic transmitters. Forty-five fish were captured and monitored in three habitats: artificial reef, low-relief natural reef, and patchy high-relief natural reef. Within each habitat, both rockfish and lingcod exhibited long periods of residency with limited movements. Twelve rockfish were captured at the natural reefs and displaced a distance of 4.0 km to the artificial reef. Five of the 12 rockfish returned within 10 d of their release to their initial capture site. Another five of the 12 displaced fish established residency at the artificial reef through the duration of our study. Our results suggest the potential for artificial reefs to provide rockfish habitat in the event of disturbances to natural habitat.",2010-08-13,Bruna,Included,,
rayyan-229958740,"Tuohy, E and Schärer-Umpierre, M and Penrod, L and Appeldoorn, R",10.1002/aqc.3994,Spatial and temporal dynamics of a Nassau grouper fish spawning aggregation located on an isolated seamount in Puerto Rico,"The Nassau grouper, Epinephelus striatus, is a slow-growing, late-maturing, long-lived reef fish widely distributed throughout the south-western North Atlantic. Known for forming large spawning aggregations, numbering tens of thousands, they are now listed as Critically Endangered by the International Union for Conservation of Nature (IUCN). Recently, the only Nassau grouper spawning aggregation in Puerto Rico was documented at Bajo de Sico, a seamount and seasonally closed marine protected area.Studies elsewhere on the spatio-temporal dynamics of Nassau grouper aggregations have documented how, and how far, fish move from home sites to the spawning site, and have shown the tight link between aggregation formation and the lunar cycle. However, these studies have not evaluated the potential impacts of the reduced spatial extent represented by a seamount, nor have they addressed the impacts of local seasonal protection relative to the size of the closed area and the timing of aggregation formation.Acoustic telemetry was used to quantify the spatio-temporal dynamics of Nassau grouper spawning aggregation formation at Bajo de Sico. Twenty-six individuals were tagged and tracked over three consecutive spawning seasons.Nassau grouper formed three or four aggregations per season, corresponding to the lunar cycles from January to April. Individuals displayed high visitation rates to the aggregation site: 98% visited at least two peaks per season; 80% visited multiple seasons. The timing of arrival, departure, and residency at the site were significantly different among individuals and lunar months, indicating significant variability in aggregation formation. Nassau grouper occupied a relatively small staging area (2.7 km(2)) and courtship arena (0.67 km(2)) compared with aggregations occurring on continental/insular platforms or large atolls; movements off the seamount may occur but were not detected. Results indicate the current seasonal closure inadequately protects the spawning population on Bajo de Sico and should be extended to the end of June.",2023-10-01,Bruna,Included,"Spawning,Full text checked",
rayyan-231236858,"Mireles, C and Martin, CJB and Lowe, CG",10.5343/bms.2018.0009     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Site fidelity, vertical movement, and habitat use of nearshore reef fishes on offshore petroleum platforms in southern California","Off California, economically important nearshore reef fishes inhabit the shallow (<20 m) regions of offshore petroleum platforms on the San Pedro Shelf (SPS). It is essential to understand the degrees to which platforms support fish over time to indicate whether biological requirements (e.g., shelter, diet, reproduction) are being met. To determine the ecological importance of platforms as fish habitat, the site fidelity and depth/habitat use of adult cabezon, Scorpaenichthys marmoratus (Ayres, 1854), grass rockfish, Sebastes rastrelliger (Jordan and Gilbert, 1880), kelp rockfish, Sebastes atrovirens (Jordan and Gilbert, 1880), and California sheephead, Semicossyphus pulcher (Ayres, 1854) were investigated at platforms Edith (50 m bottom depth) and Eureka (212 m). A total of 63 fish were acoustically tagged and monitored for up to 578 d. Sixty-three percent of individuals were still present at platforms at the end of the study (long-term site fidelity), with 55 individuals detected a mean of 66.9% (SD 36.0%) of their total days at liberty (daily site fidelity). All species displayed a shift in seasonal depth use. The shallowest horizontal level, consisting of various horizontal beams at platform Edith (15 m depth) and Eureka (17 m), was the most utilized habitat by grass rockfish, kelp rockfish, and California sheephead. Cabezon at platform Eureka utilized depths (21-31 m) unassociated with horizontal levels, while at platform Edith they primarily utilized the second horizontal level (30 m). Decommissioning options that remove the shallowest 26 m of structure would eliminate the habitat most utilized by three of the four study species that dominate the nearshore reef fish communities at SPS platforms.",2019-10-01,Bruna,Included,,
rayyan-231236864,"Casselberry, GA and Danylchuk, AJ and Finn, JT and DeAngelis, BM and Jordaan, A and Pollock, CG and Lundgren, I and Hillis-Starr, Z and Skomal, GB",10.3354/meps13158     WE  - Science Citation Index Expanded (SCI-EXPANDED),Network analysis reveals multispecies spatial associations in the shark community of a Caribbean marine protected area,"Many shark species exhibit complex spatial ecology throughout their life histories, posing a challenge for conservation and management. Although most marine protected areas (MPAs) were originally established to protect less mobile organisms, protection of shark species from fishing and other impacts is possible if individuals exhibit high residency and site fidelity within the MPA boundaries. For this study, we used a fixed acoustic telemetry array to study the residency, habitat use, and interspecific space use among 4 shark species in Buck Island Reef National Monument (BIRNM), an MPA in St. Croix, US Virgin Islands. From June 2013 to May 2017, 11 nurse sharks Ginglymostoma cirratum, 6 lemon sharks Negaprion brevirostris, 13 Caribbean reef sharks Carcharhinus perezi, and 6 tiger sharks Galeocerdo cuvier were monitored in the array. Overall, residency was high for all species, with a mean residency index of 0.52 or higher for each species. Network analysis revealed complex inter- and intraspecific spatial associations among individuals. Community detection algorithms showed that G. cirratum and N. brevirostris frequently used the same areas in BIRNM, selecting for shallow sand and seagrass habitats near linear reefs, while G. cuvier and C. perezi had more individualized space use. C. perezi also exhibited ontogenetic shifts, developing individual territories and using deeper water with increasing body size. This work emphasizes the importance of MPA size, placement, and habitat composition when aiming to protect highly mobile species with potentially large home ranges and shifting space use throughout their life histories.",2020-01-09,Bruna,Excluded,"MPA,Elasmo,__EXR__Elasmo",
rayyan-231236866,"Currey, LM and Heupel, MR and Simpfendorfer, CA and Williams, AJ",10.1007/s00227-014-2497-4     WE  - Science Citation Index Expanded (SCI-EXPANDED),Sedentary or mobile? Variability in space and depth use of an exploited coral reef fish,"Movement of fishes defines the distribution and abundance of populations and occurs on a range of spatial and temporal scales. To successfully parameterise assessments and design management strategies for exploited fish populations, knowledge and consideration of their movement patterns are essential. Since the efficacy of management approaches vary depending on the sedentary or mobile nature of the target species, presence, space use and depth utilisation were examined to understand the movement patterns of redthroat emperor Lethrinus miniatus. Sixty individuals were monitored for up to 12 months in an acoustic array comprising three coral reefs, and variation in space use and movement patterns was observed among 26 individuals. Half of the individuals were recorded only in proximity of one receiver along the reef edge, while the other half were detected at multiple receivers and used horizontal areas of approximately 4 km(2). Periods of non-detection and lower detection frequency at night (chi (1) (2) = 342.157, P < 0.001) indicated individuals may move away from the monitored reef edge to the adjacent sandy habitat, but most movements outside the array remain unknown. Long-distance movement was recorded for one individual, recaptured similar to 160 km from the release location. Generally, no trends in depth use were apparent, L. miniatus inhabited a variety of depths, which were not related to individual size or time of day, yet some effect of month was evident. Variation in movement among adult L. miniatus indicates that while some individuals undergo broader-scale movement, spatial closures that cover individual reefs (> 4 km(2)) could provide protection from fishing for the proportion of the population that displayed high site fidelity and moderate-sized activity spaces (over a period of up to 12 months).",2014-09-01,Bruna,Included,,
rayyan-231236876,"Kohler, J and Gore, M and Ormond, R and Johnson, B and Austin, T",10.1371/journal.pone.0293884     WE  - Science Citation Index Expanded (SCI-EXPANDED),Individual residency behaviours and seasonal long-distance movements in acoustically tagged Caribbean reef sharks in the Cayman Islands,"Understanding how reef-associated sharks use coastal waters through their ontogeny is important for their effective conservation and management. This study used the horizontal movements of acoustically tagged Caribbean reef sharks (Carcharhinus perezi) to examine their use of coastal space around the Cayman Islands between 2009 and 2019. A total of 39 (59.1%) tagged sharks (male = 22, female = 17, immature = 18, mature = 21) were detected on the islands wide network of acoustic receivers. The detection data were used to calculate values of Residency Index (RI), Site-Fidelity Index (SFI) and minimum linear displacement (MLD), as well as for network analysis of individual shark movements to test for differences between demographics, seasons, and diel periods. Sharks were detected for up to 1,598 days post-tagging and some individuals showed resident behaviour but the majority of tagged individuals appear to have been one-off or only occasional transient visitors to the area. Generally, individuals showed strong site-fidelity to different areas displaying linear home ranges of < 20 km. The evidence indicates that there was no pattern of diel behaviour. Tagged sharks generally showed increased movements within and between islands during the summer (April-September), which may be related to breeding activity. Some individuals even made occasional excursions across 110 km of open water > 2,000 m deep between Grand Cayman and Little Cayman. One mature female shark showed a displacement of 148.21 km, the greatest distance reported for this species. The data shows that the distances over which some sharks moved, greatly exceeded the extent of any one of the islands' marine protected areas indicating that this species may be more mobile and dispersive than previously thought. This study provides support for the blanket protection to all sharks throughout Cayman waters, which was incorporated within the National Conservation Act in 2015.",2023-11-27,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236893,"Bass, NC and Day, J and Guttridge, TL and Knott, NA and Brown, C",10.1111/jfb.14898,Preliminary observations on the movement ecology of a crested horn shark (Heterodontus galeatus),"The residency and movements of a single acoustically tagged female crested horn shark (Heterodontus galeatus) were monitored in Jervis Bay, Australia. The individual was intermittently detected by receivers throughout the 8-year study period and showed preference for particular rocky reefs in terms of its residency indices and duration of residency events. This individual exhibited lower residency and dissimilar movement patterns to that of the well-studied and sympatric Port Jackson shark (Heterodontus portusjacksoni), highlighting the need for research into the basic life history and movement ecology of H. galeatus.",2022-02-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236894,"Bond, ME and Babcock, EA and Pikitch, EK and Abercrombie, DL and Lamb, NF and Chapman, DD",10.1371/journal.pone.0032983     WE  - Science Citation Index Expanded (SCI-EXPANDED),Reef Sharks Exhibit Site-Fidelity and Higher Relative Abundance in Marine Reserves on the Mesoamerican Barrier Reef,"Carcharhinid sharks can make up a large fraction of the top predators inhabiting tropical marine ecosystems and have declined in many regions due to intense fishing pressure. There is some support for the hypothesis that carcharhinid species that complete their life-cycle within coral reef ecosystems, hereafter referred to as ""reef sharks'', are more abundant inside no-take marine reserves due to a reduction in fishing pressure (i.e., they benefit from marine reserves). Key predictions of this hypothesis are that (a) individual reef sharks exhibit high site-fidelity to these protected areas and (b) their relative abundance will generally be higher in these areas compared to fished reefs. To test this hypothesis for the first time in Caribbean coral reef ecosystems we combined acoustic monitoring and baited remote underwater video (BRUV) surveys to measure reef shark site-fidelity and relative abundance, respectively. We focused on the Caribbean reef shark (Carcharhinus perezi), the most common reef shark in the Western Atlantic, at Glover's Reef Marine Reserve (GRMR), Belize. Acoustically tagged sharks (N = 34) were detected throughout the year at this location and exhibited strong site-fidelity. Shark presence or absence on 200 BRUVs deployed at GRMR and three other sites (another reserve site and two fished reefs) showed that the factor ""marine reserve'' had a significant positive effect on reef shark presence. We rejected environmental factors or site-environment interactions as predominant drivers of this pattern. These results are consistent with the hypothesis that marine reserves can benefit reef shark populations and we suggest new hypotheses to determine the underlying mechanism(s) involved: reduced fishing mortality or enhanced prey availability.",2012-03-08,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236907,"Fontes, J and Afonso, P",10.1007/s00227-016-3045-1     WE  - Science Citation Index Expanded (SCI-EXPANDED),Long-term residency and movements of yellowmouth barracuda (Sphyraena viridensis) at a shallow seamount,"The yellowmouth barracuda Sphyraena viridensis, a highly mobile predator, is considered a migratory seasonal visitor to the Azores Islands by local fishers. This perception is challenged here through a combined analysis of multi-annual commercial landings, underwater visual census and telemetry data from acoustically tagged fish to investigate the long-term movement patterns and residency (up to 4 years) in a seamount marine reserve. Although the landing patterns suggested a strong seasonal variation in abundance, the visual census and the telemetry experiment results were consistent with year-round residency in the Azores. Barracudas occurred consistently in underwater census throughout the year, and most tagged fish were almost continuously detected at the seamounts for up to four consecutive years. Detection probability did, however, decrease over time and showed seasonal variability as tagged fish were less mobile with longer absences during summer and fall. Given the intrinsic vulnerability of fish aggregations to exploitation, our results highlight the need to protect shallow seamount habitats and preserve sexually mature fish aggregations and their reproductive potential, contributing to the sustainable management and conservation of these vulnerable ecosystems.",2017-01-01,Bruna,Excluded,"MPA,Other habitats,Mixed techniques,__EXR__Other habitats",
rayyan-231236915,"Drew, M and Rogers, P and Lloyd, M and Huveneers, C",10.1007/s00227-019-3500-x     WE  - Science Citation Index Expanded (SCI-EXPANDED),Seasonal occurrence and site fidelity of juvenile bronze whalers (Carcharhinus brachyurus) in a temperate inverse estuary,"Assessing the movements and habitat use of wide-ranging predators is critical for understanding their role within an ecosystem and vulnerability to anthropogenic threats. The bronze whaler (Carcharhinus brachyurus) is a large-bodied, slow-growing shark species that is widely distributed throughout temperate Australian waters. Currently, habitat use, spatio-temporal presence and fine-scale movement information is unknown for Southern Australian waters. This study investigated the spatio-temporal patterns of occurrence, habitat use, and residency of bronze whalers in Gulf St. Vincent, South Australia. Forty-seven predominately small juvenile bronze whalers (83% of tagged sharks<150cm TL) were tagged with acoustic transmitters from 2009 to 2014 and monitored for periods of up to 55months (range 516-1634days; mean +/- standard error 825 +/- 47). The seasonal presence of bronze whalers peaked in spring-early autumn (September-April). Site fidelity was high, with 77% of tagged sharks detected over multiple years and 36% detected over 3years. Low estimates of mean residency index (R-i=0.05 +/- 0.01) indicated that time spent within the array was limited. Shark occurrence was driven by a combination of factors, which included water temperature, season, moon illumination, and wind speed. Manly-Chesson's Electivity Index showed bronze whalers exhibited the highest affinity to seagrass (Posidonia spp.), suggesting that this habitat plays an important role in the early life history stages. The slow growth and low productivity of bronze whalers combined with its predictable nearshore occurrence result in this species having an increased susceptibility to anthropogenic threats, which highlights the need for continued monitoring and vulnerability assessments.",2019-05-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236918,"Graham, F and Rynne, P and Estevanez, M and Luo, JG and Ault, JS and Hammerschlag, N",10.1111/ddi.12425     WE  - Science Citation Index Expanded (SCI-EXPANDED),Use of marine protected areas and exclusive economic zones in the subtropical western North Atlantic Ocean by large highly mobile sharks,"Study aim and locationMany populations of highly mobile marine fishes, including large sharks, are experiencing declines. The benefits of spatial management zones, such as marine protected areas (MPAs), for such animals are unclear. To help fill this knowledge gap, we examined core habitat use areas (CHUAs) for bull (Carcharhinus leucas), great hammerhead (Sphyrna mokarran) and tiger sharks (Galeocerdo cuvier) in relation to specific MPAs and exclusive economic zones (EEZs) in the western North Atlantic Ocean.        MethodsBull, great hammerhead and tiger sharks (N=86 total) were satellite tagged and tracked in southern Florida and the northern Bahamas between 2010 and 2013. Filtered and regularized positions from Argos locations of tag transmissions were used to generate CHUAs for these sharks. Overlaps of CHUAs with regional protected areas and exclusive economic management zones were quantified to determine the proportion of each tracked shark's CHUA under spatial protection from exploitation.        ResultsA total of 0%, 17.9% and 34.7% of the regional CHUAs for tracked bull, great hammerhead and tiger sharks, respectively, were fully protected from exploitation in the study area.        Main conclusionsExpansion of protected areas to include U.S. territorial waters would effectively protect 100% of the CHUAs for all tracked sharks in the study area. This finding is particularly significant for great hammerhead sharks, which are currently overfished, vulnerable to bycatch mortality and are the focus of strident regional conservation efforts. These findings also provide a means to inform decision makers and marine conservation planning efforts as to the types of management actions available and potential efficacy of spatial protections for these marine predators.",2016-05-01,Bruna,Excluded,"MPA,Elasmo,__EXR__Elasmo",
rayyan-231236920,"Matley, JK and Johansen, LK and Klinard, NV and Eanes, ST and Jobsis, PD",10.1007/s00227-021-03912-0     WE  - Science Citation Index Expanded (SCI-EXPANDED),Habitat selection and 3D space use partitioning of resident juvenile hawksbill sea turtles in a small Caribbean bay,"Understanding how aquatic animals select and partition resources provides relevant information about community dynamics that can be used to help manage conservation efforts. The critically endangered hawksbill sea turtle (Eretmochelys imbricata) spends an extended part of its juvenile development in coastal waters. A strong proclivity to remain resident in small areas, often in high density, raises questions about how juveniles partition resources including selection of habitat and spatial overlap among conspecifics. Using between 36 and 41 acoustic receivers in the 1.5 km(2) study site, this study quantified day-and-night habitat selection, as well as 2D and 3D space use of 23 juvenile hawksbills within two adjacent Caribbean foraging grounds-Brewers Bay and Hawksbill Cove, St. Thomas, US Virgin Islands-between 2015 and 2018. We found that coral reef, rock, and the artificial dolosse forming an airport runway, were the most strongly selected habitats based on resource selection indices. Individual activity spaces in 2D and 3D were both larger during the day compared to night, although the same parts of the bay were used by each individual during both periods. The 3D approach also showed deeper space use during the day. Weekly comparisons of activity space between individuals showed limited overlap (mean 95% UD overlap; day: 0.15 (2D) and 0.07 (3D), night: 0.11 (2D) and 0.03 (3D)), suggesting some degree of resource partitioning or territoriality. Results from this study provide relevant space use information for resource management of juvenile hawksbills, in which many populations are facing habitat degradation and population declines.",2021-08-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species",
rayyan-231236924,"Hutchinson, N and Rhodes, K",10.1007/s00338-010-0584-7     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Home range estimates for squaretail coralgrouper, Plectropomus areolatus (Ruppell 1830)","The aim of the study was to estimate home range areas and distance of movement away from a squaretail coralgrouper (Plectropomus areolatus) spawning aggregation site located within a small-scale 1.5 km(2) Marine Protected Area (MPA) in Pohnpei, Micronesia. Fifteen P. areolatus were acoustically tagged and re-located within a ca. 50 km(2) search area over a 4-month period that included reproductive and non-reproductive months. All relocated fish were found in areas of moderate to high coral cover either on the fore reef or inside the lagoon in home ranges of 0.048 +/- A 0.018 km(2) (mu +/- A S.E.). Variability in home range area (0.004-0.12 km(2)) and distance of movement from aggregation sites following spawning (0.02-23.0 km; 5.3 +/- A 3.6 km, mu +/- A S.E.) was observed, but did not appear to be sex specific. Five of the six relocated individuals were found within 0.02-6.1 km of the aggregation. This evidence and that from recent tag-recapture studies of epinephelids suggest that a substantial proportion of individual P. areolatus spawning populations reside within close proximity to their respective aggregation sites. Reproductive populations could be protected by MPAs of moderate scale (10 s of km(2)) that include aggregation sites, migratory corridors and adjacent home range habitats.",2010-06-01,Bruna,Included,"MPA,Spawning",
rayyan-231236930,"Vargas-Araya, L and Matley, JK and Fisk, AT and Espinoza, M",10.3354/meps14758     WE  - Science Citation Index Expanded (SCI-EXPANDED),Evidence of shifts in habitat use of two snappers (Lutjanidae) in a tropical estuarine bay subjected to seasonal upwelling,"Biological and environmental conditions are drivers of fish habitat use, making it essential to understand how fish move and use specific areas to inform effective fisheries management and conservation. This study quantified the residency and habitat use patterns of the juveniles and early adults of 2 commercially exploited snappers (Lutjanidae) in Santa Elena Bay, a tropical estuarine embayment influenced by a seasonal upwelling in the north Pacific coast of Costa Rica. Using an array of 28 acoustic receivers, we monitored 14 Colorado Lutjanus colorado (28.8-48.9 cm) and 16 Pacific dog L. novemfasciatus (22.5-49.3 cm) snappers over 22 mo. Both species were detected inside the bay over 60% of the monitoring days, showing higher relative abundance in mangrove and transitional estuarine habitats. Throughout the study, a shift in habitat use was observed for both species. Individuals moved from mangrove and transitional habitats to the outer reef habitat and exhibited a decreasing occurrence probability over time, suggesting they leave the bay as they mature. Season and environmental variables, e.g. temperature, had minimal or no effect on the occurrence of the tracked snappers in the bay. However, roaming varied seasonally, increasing during upwelling periods. These results suggest that habitat connectivity facilitates gradual life stage transitions, indicating that Santa Elena Bay likely supports essential fish habitat for commercially important species, particularly for L. novemfasciatus. Results also highlight the importance of integrating knowledge of the complex interplay of biological components (e.g. developmental and intra- and interspecific interactions) and seasonal habitat dynamics into conservation and management strategies.",2025-01-16,Bruna,Excluded,"Other habitats,__EXR__Other habitats",
rayyan-231236939,"Parsons, DM and Babcock, RC and Hankin, RKS and Willis, TJ and Aitken, JP and O'Dor, RK and Jackson, GD",10.3354/meps262253     WE  - Science Citation Index Expanded (SCI-EXPANDED),Snapper Pagrus auratus (Sparidae) home range dynamics:: acoustic tagging studies in a marine reserve,"The home-range size and location of reef-associated snapper Pagrus auratus: Sparidae were investigated by use of a radio acoustic-positioning telemetry (RAPT) system. Tags were surgically implanted in 5 snapper that were subsequently monitored every minute for a period of 5 mo, and then intermittently over another 7 mo. Site fidelity was high amongst these fish, with home ranges not exceeding 650 m in diameter or 139 600 m(2) in area. Eleven other snapper received tags by feeding and were tracked for periods of up to 2.5 d. Site fidelity was also high for these fish, with standardised estimates of home-range size not differing between the 2 groups. Home ranges overlapped considerably, indicating that the fish were not territorial. The location of the home ranges generally remained stable throughout the entire tracking period, although 1 fish relocated its home range by similar to220 m. A new method of home-range estimation was developed, which matched the level of detail provided by the RAPT system, to directly estimate the time spent in an area. The relevance of this method and the residential behaviour of these fish are discussed, with reference to the general understanding of animal behaviour, previous investigations into snapper movement, and the selective capacity that may be imposed by marine reserves on fish behaviour.",2003-01-01,Bruna,Included,"MPA,Reef-associated,Mixed techniques","{""Bruna""=>[""Sistema de receptores um pouco diferente - radio acoustic-positioning telemetry (RAPT) system (+ antigo), mas dentro da técnica de telemetria acústica.""]}"
rayyan-231236954,"Heupel, MR and Simpfendorfer, CA",10.3354/meps10529     WE  - Science Citation Index Expanded (SCI-EXPANDED),Importance of environmental and biological drivers in the presence and space use of a reef-associated shark,"As coral reef ecosystems come under increasing pressure from fisheries and climate change, understanding how species that rely on these habitats respond to changes within their environment is increasingly important. The presence and movement of 28 grey reef sharks Carcharhinus amblyrhynchos were monitored for 15 mo in the southern Great Barrier Reef in relation to environmental conditions and biological factors. Twenty-eight models including water temperature, atmospheric pressure, wind speed, rainfall and time (week or month), size and sex were tested against presence and activity space data and compared using Akaike information criterion (AIC). Model results for presence of individuals in relation to environmental conditions indicated that temperature and wind speed had weak effects, likely related to detectability. Models using 3 different measures of activity space indicated no relationship between shark activity space and environmental parameters. Week was a significant factor in the top performing activity space models, with males showing increased activity space during weeks in September, when mating is believed to occur. These results suggest changes in movement were biologically rather than environmentally driven. It appears that C. amblyrhynchos are adapted to a wide range of environmental conditions in coral reef habitats and that movement between or away from reef platforms is likely related to biological factors such as prey density, competition, reproduction or dispersal rather than environmental or seasonal changes.",2014-01-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236957,"Henderson, CJ and Stevens, T and Gilby, B and Lee, SY",10.1093/icesjms/fsx192     WE  - Science Citation Index Expanded (SCI-EXPANDED),Spatial conservation of large mobile elasmobranchs requires an understanding of spatio-temporal seascape utilization,"The positioning of habitats interacts with variability in abiotic factors (e.g. seasonal changes in temperature and extreme weather events) to change how animals use a land or seascape. Marine reserves can regulate how human activities alter fish communities and increase the abundance of targeted species, but the combined influence of reserves and seascape context on species habitat use remains uncertain in many ecosystems. Further, marine reserve effectiveness might be low for mobile species if the size of the reserve is less than a species usual range, reducing the overall time a individual may be protected. In this study, we tracked 19 giant shovelnose rays (Glaucostegus typus), an IUCN listed vulnerable species within the Moreton Bay Marine Park in eastern Australia. We used an array of 28 acoustic receivers within a complex mosaic of seagrass patches, bare sand, mangrove forests and deep-water channels and used regression tree analyses to determine which spatial, temporal and protection factors contributed most to G. typus habitat use. Overall, 50% of the total detections in the study occurred inside marine reserves containing large seagrass beds (>7.09 m(2)) and in close proximity to mangroves (<7.47 km). During winter (<20.2 degrees C), G. typus centre of activity increased significantly (p < 0.001), and greater than 50% of the detections occurred in reserves in winter. Conversely, during the rest of the year (water temperature > 20.2 degrees C), the habitat use of individuals is contained in smaller centres of activity compared with winter, however, protection effects varied. Our results show that seascape context and marine reserves combine to provide the optimal areas for G. typus habitat selection. Limited food resources likely caused larger centres of activity during winter. Identifying priority habitats for vulnerable species is critical for ongoing protection and maintaining effective conservation initiatives. We have shown here that incorporating spatial features into the design of marine reserves can improve conservation outcomes for mobile benthic predators such as G. typus and other species that use such seascapes.",2018-03-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-231236968,"Holdman, AK and Haxel, JH and Klinck, H and Torres, LG",10.1111/mms.12537     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Acoustic monitoring reveals the times and tides of harbor porpoise (Phocoena phocoena) distribution off central Oregon, USA","Harbor porpoises (Phocoena phocoena) are commonly observed in Oregon's nearshore marine environment yet knowledge of their ecosystem use and behavior remains limited, generating concerns for potential impacts on this species from future coastal development. Passive acoustic monitoring was used to investigate spatial and temporal variations in the presence and foraging activity of harbor porpoises off the Oregon coast from May through October 2014. Digital monitoring devices (DMONs) were deployed to record acoustic data (320 kHz sample rate) in two neighboring but bathymetrically different locations off the Oregon coast: (1) a site on the 30 m isobath in close proximity (<50 m) to a rocky reef, and (2) a site on the 60 m isobath in an open sandy environment. Data were analyzed with respect to two dynamic cyclic variables: diel and tidal phase. Porpoise presence at the rocky reef site was aligned with the ebb phase of the tidal forcing, while, harbor porpoise presence and foraging at the offshore, sandy bottom site was associated with night-time foraging. The spatial and temporal patterns identified in this study suggest harbor porpoise habitat use is modulated by specific environmental conditions particular to each site that maximize foraging efficiency.",2019-01-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species","{""Bruna""=>[""Cetáceo""]}"
rayyan-231237003,"Letessier, TB and Johnston, J and Delarue, J and Martin, B and Anderson, RC",10.1111/jzo.13000,"Spinner dolphin residency in tropical atoll lagoons: Diurnal presence, seasonal variability and implications for nutrient dynamics","Mobile predators serve important ecological functions, including acting as nutrient vectors between different ecosystems. In coral reefs, pelagic nutrient subsidies are believed to play an increasingly important role under ongoing and projected environmental changes. Here, we combine visual sightings with passive acoustic monitoring to report habitat use and behaviour by cetaceans within atoll lagoons in the Maldives and Chagos archipelagoes. We demonstrate that spinner dolphins (Stenella longirostris) are the most widely distributed and numerically abundant cetacean inside these atolls (>90% of all individual cetaceans by numbers). Our visual and acoustic observations both provide evidence of a regular diurnal behaviour, where dolphins enter the lagoons during the morning, for day-time resting, and exit during the afternoon, for night-time foraging offshore. Using standard metabolic models and timing of lagoonal residencies, we estimate that a dolphin pod would deposit approximately 288 +/- 17 kg year(-1) of nitrogen of primarily mesopelagic origin inside the lagoons. The nitrogen deposited inside an atoll lagoon by a dolphin pod resident year-round will therefore likely enhance coral reef productivity and resilience and suggests that these dolphins play a role in making pelagic energy and nutrients available to coral reefs. The absence of any acoustic detections following the reversal of the monsoon winds suggests that the short-to-medium-term residency of the dolphins is sensitive to seasonal productivity dynamics.",2022-09-01,Bruna,Excluded,"Non-fish species,__EXR__Non-fish species","{""Bruna""=>[""Cetáceo""]}"
rayyan-231237004,"Havlik, MN and Parry, AJ and Steckbauer, A and Watts, ME and Marchese, F and Benzoni, F and Duarte, CM",10.3389/frsen.2025.1482244     WE  - Emerging Sources Citation Index (ESCI),Nocturnal fish chorusing activity in the central Red Sea mesophotic reef zone and adjacent shallow sites,"Through sharing characteristics of chorus activity, especially in regions that are particularly data deficient, we can aim at a broader, global understanding of fish chorusing and consequently important spatiotemporal changes in habitat use by schooling fish. Here, we identify seasonal changes in fish chorusing activity using passive acoustic monitoring, in the central Red Sea mesophotic and adjacent shallow coral reef zones. For this study, recorders were placed in the mesophotic coral reef zone (70-80 m), and adjacent shallow reef sites (10 m), over 2 weeks during summer and winter seasons. A total of eleven choruses were identified and catalogued according to timing, location and acoustic characteristics of frequency and sound pressure levels. The presence of choruses in both deep and shallow reef sites is indicative of critical habitat for fish foraging, courtship, spawning, and/or migratory activity. All but two choruses were found to originate at or near the mesophotic sites. Four choruses unique to summer and winter (n=3 and 1 respectively) were most prevalent in soundscapes. Temperature and oxygen levels, measured to document conditions under which the choruses were present, showed little change across the mesophotic zone even between seasons, while daily fluctuation occurred in the adjacent shallow sites in both seasons.",2025-03-21,Bruna,Included,,
